,size,total_sqft,bath,price
2573,2,1050.0,2.0,48.0
2574,2,1495.0,2.0,79.5
2575,3,1664.0,2.0,93.865
2576,3,1485.0,3.0,85.0
2577,3,1033.0,2.0,31.5
2578,3,1400.0,2.0,48.0
2579,2,944.0,2.0,35.0
2580,2,1216.0,2.0,66.48
2581,2,1100.0,2.0,39.5
2582,3,1743.0,3.0,93.25
2583,2,1274.0,2.0,48.42
2584,3,1512.0,2.0,110.0
2585,3,1650.0,3.0,100.0
2586,3,1875.0,3.0,55.0
2587,3,1350.0,3.0,54.0
2588,2,1219.0,2.0,40.0
2589,3,2400.0,3.0,85.0
2590,2,1141.0,2.0,44.4
2591,2,1151.0,2.0,43.1
2592,2,915.0,2.0,38.0
2593,3,3259.0,3.0,270.0
2594,2,1115.0,2.0,65.12
2595,3,2072.0,4.0,139.0
2596,2,1200.0,2.0,53.0
2597,2,1300.0,2.0,65.0
2598,2,1457.0,2.0,85.0
2599,2,1262.0,2.0,55.0
2600,2,900.0,2.0,22.5
2601,2,1160.0,2.0,46.39
2602,2,1115.0,2.0,50.0
2603,3,1315.0,2.0,85.4
2604,2,1500.0,2.0,57.0
2605,2,1127.0,2.0,68.0
2606,3,1397.0,3.0,104.0
2607,2,1173.0,2.0,60.0
2608,2,1090.0,2.0,28.0
2609,3,2720.0,5.0,210.0
2610,2,1230.0,2.0,76.0
2611,2,858.0,2.0,31.57
2612,3,1868.0,3.0,121.0
2613,3,1689.28,3.0,91.2
2614,3,1425.0,3.0,49.88
2615,2,1350.0,2.0,100.0
2616,3,1310.0,2.0,85.0
2617,2,970.0,2.0,40.0
2618,3,1397.0,3.0,108.0
2619,2,1157.0,2.0,40.0
2620,2,1125.0,2.0,61.2
2621,2,1157.0,2.0,42.0
2622,2,1241.0,2.0,82.0
2623,3,1910.0,3.0,190.0
2624,2,1139.0,2.0,80.0
2625,2,1033.0,2.0,28.41
2626,2,1168.0,2.0,64.08
2627,2,877.0,2.0,42.0
2628,2,1340.0,2.0,75.0
2629,3,1405.0,2.0,70.0
2630,3,1800.0,3.0,65.0
2631,3,1750.0,3.0,149.0
2632,3,1360.0,2.0,65.0
2633,2,985.0,2.0,63.0
2634,2,1300.0,2.0,129.0
2635,3,1850.0,3.0,150.0
2636,3,1490.0,2.0,88.0
2637,2,620.0,1.0,25.0
2638,2,1130.0,2.0,42.3
2639,2,1080.0,2.0,55.0
2640,3,1410.0,2.0,52.17
2641,3,1375.0,3.0,59.0
2642,3,1290.0,2.0,94.5
2643,3,1318.0,2.0,85.28
2644,2,1128.0,2.0,68.0
2645,2,1051.0,2.0,56.74
2646,3,3500.0,5.0,275.0
2647,2,1327.0,2.0,85.0
2648,2,1301.0,2.0,55.0
2649,3,1200.0,3.0,67.75
2650,3,1500.0,2.0,89.99
2651,2,1000.0,2.0,28.88
2652,2,984.0,2.0,45.91
2653,3,1819.18,3.0,160.0
2654,3,1355.0,3.0,83.87
2655,2,1118.0,2.0,30.0
2656,3,1250.0,3.0,39.0
2657,2,1304.0,2.0,100.0
2658,3,1615.0,3.0,58.0
2659,2,1400.0,2.0,68.0
2660,2,1070.0,2.0,47.5
2661,2,1132.0,2.0,89.37
2662,3,2000.0,3.0,85.0
2663,2,1090.0,2.0,43.59
2664,3,1500.0,3.0,70.0
2665,2,1447.0,2.0,75.97
2666,2,1269.0,2.0,75.0
2667,2,1070.0,2.0,37.45
2668,2,1150.0,2.0,28.0
2669,2,1208.0,2.0,70.0
2670,2,1185.0,2.0,45.5
2671,2,888.0,2.0,34.0
2672,2,1015.0,2.0,25.88
2673,3,1060.0,3.0,62.0
2674,2,902.0,2.0,42.0
2675,2,1175.0,2.0,47.0
2676,2,1365.0,2.0,122.0
2677,2,984.0,2.0,51.0
2678,3,1475.0,3.0,96.0
2679,2,1300.0,2.0,79.0
2680,3,1453.0,2.0,43.59
2681,2,1550.0,2.0,160.0
2682,3,1666.0,3.0,95.0
2683,3,1845.0,3.0,91.0
2684,3,1676.0,3.0,52.0
2685,2,1137.0,2.0,63.0
2686,3,1360.0,2.0,70.5
2687,3,1374.0,2.0,70.0
2688,3,1700.0,3.0,155.0
2689,3,2170.0,3.0,151.0
2690,2,1080.0,2.0,55.0
2691,3,1790.0,3.0,100.0
2692,3,1270.0,2.0,50.79
2693,2,1033.0,2.0,48.0
2694,2,1000.0,2.0,80.0
2695,2,1240.0,2.0,52.6
2696,2,883.0,2.0,39.0
2697,3,1500.0,2.0,97.0
2698,3,1730.0,3.0,139.0
2699,3,1915.0,3.0,80.0
2700,3,1545.0,3.0,79.0
2701,3,1865.0,4.0,140.0
2702,2,1150.0,2.0,40.0
2703,2,1200.0,2.0,49.0
2704,2,963.0,2.0,40.0
2705,3,1200.0,3.0,120.0
2706,3,1682.0,3.0,120.0
2707,3,1371.0,2.0,65.0
2708,2,901.0,2.0,49.5
2709,3,1730.0,3.0,120.0
2710,3,1500.0,3.0,102.0
2711,2,1203.0,2.0,59.86
2712,2,1357.0,2.0,54.0
2713,3,1600.0,3.0,76.0
2714,3,1665.0,3.0,53.0
2715,3,1444.0,2.0,80.0
2716,2,1277.0,2.0,55.0
2717,3,1521.0,3.0,94.71
2718,2,1134.0,2.0,40.0
2719,2,995.0,2.0,34.82
2720,3,2760.0,5.0,157.0
2721,2,1325.0,1.0,92.0
2722,3,1525.0,3.0,90.0
2723,3,1320.0,2.0,73.0
2724,3,1858.0,2.0,167.0
2725,2,1150.0,2.0,38.0
2726,2,769.0,2.0,40.0
2727,3,1571.0,3.0,105.0
2728,3,1445.0,3.0,86.56
2729,3,1590.0,2.0,135.0
2730,2,902.0,2.0,49.0
2731,3,2238.0,3.0,140.0
2732,2,1090.0,2.0,31.49
2733,3,1712.0,3.0,82.0
2734,2,1088.0,2.0,68.0
2735,3,1575.0,3.0,63.1
2736,3,1920.0,3.0,150.0
2737,2,1000.0,2.0,57.0
2738,2,1100.0,2.0,56.1
2739,2,1089.0,2.0,45.0
2740,2,1106.0,2.0,43.09
2741,2,927.0,2.0,37.0
2742,2,1339.0,2.0,58.0
2743,3,2900.0,3.0,285.0
2744,2,1175.0,2.0,75.0
2745,2,975.0,2.0,55.0
2746,3,2400.0,4.0,180.0
2747,3,1330.0,3.0,72.0
2748,2,1183.0,2.0,59.74
2749,3,1758.0,3.0,133.0
2750,3,1255.0,2.0,77.68
2751,2,1100.0,2.0,50.0
2752,2,1170.0,2.0,46.8
2753,3,1530.0,3.0,51.77
2754,2,1420.0,2.0,107.0
2755,3,1591.0,3.0,115.0
2756,3,1680.0,3.0,120.0
2757,2,675.0,3.0,52.0
2758,2,1055.0,2.0,57.63
2759,3,1918.0,3.0,129.0
2760,2,1280.0,2.0,76.0
2761,3,1560.0,3.0,66.0
2762,2,1145.0,2.0,49.5
2763,3,2106.0,3.0,126.0
2764,3,1801.0,3.0,139.0
2765,3,1306.0,3.0,54.65
2766,2,1320.0,2.0,92.0
2767,3,1350.0,2.0,65.0
2768,3,1344.0,2.0,42.0
2769,3,1893.0,3.0,100.0
2770,3,1107.0,2.0,43.0
2771,2,1190.0,2.0,75.0
2772,2,1000.0,2.0,35.0
2773,2,2400.0,2.0,160.0
2774,2,1000.0,2.0,48.5
2775,3,2113.0,3.0,155.0
2776,2,1100.0,2.0,46.0
2777,2,1110.0,2.0,40.0
2778,2,1027.0,2.0,43.0
2779,3,1250.0,3.0,40.0
2780,3,1470.0,3.0,62.0
2781,2,1150.0,2.0,75.0
2782,3,1400.0,2.0,62.0
2783,2,1195.0,2.0,51.0
2784,2,1302.0,2.0,69.1
2785,3,1583.0,3.0,74.4
2786,3,1488.0,2.0,60.0
2787,3,1385.0,2.0,34.63
2788,3,1600.0,3.0,104.0
2789,2,1150.0,2.0,90.0
2790,2,1263.0,2.0,78.0
2791,2,1299.0,2.0,85.0
2792,2,1330.0,2.0,78.0
2793,3,1282.0,2.0,52.43
2794,3,1853.0,3.0,82.0
2795,2,861.0,2.0,35.0
2796,3,1600.0,3.0,95.0
2797,2,1256.0,2.0,62.8
2798,3,1390.0,2.0,80.0
2799,3,1550.0,2.0,90.0
2800,2,919.0,2.0,49.0
2801,3,1625.0,3.0,80.0
2802,2,1195.0,2.0,44.0
2803,2,1159.0,2.0,60.0
2804,3,1386.0,3.0,57.46
2805,2,1197.0,2.0,79.0
2806,3,1295.0,2.0,50.28
2807,3,1310.0,2.0,37.83
2808,2,1132.0,2.0,79.28
2809,3,1645.0,3.0,135.0
2810,2,1200.0,2.0,45.84
2811,3,1937.0,3.0,140.0
2812,2,1015.0,2.0,33.5
2813,2,1080.0,2.0,39.0
2814,3,1350.0,2.0,80.99
2815,3,1149.0,2.0,29.0
2816,2,1185.0,2.0,59.0
2817,3,1720.0,3.0,135.0
2818,3,2080.0,3.0,175.0
2819,3,1500.0,3.0,87.0
2820,3,1566.0,3.0,97.0
2821,2,1290.0,2.0,49.02
2822,3,1531.0,3.0,72.0
2823,3,1839.0,3.0,165.0
2824,3,1400.0,2.0,40.43
2825,2,1140.0,2.0,39.0
2826,3,1343.5,3.0,57.76
2827,2,1100.0,2.0,46.0
2828,2,1200.0,2.0,55.0
2829,3,1618.0,3.0,68.0
2830,3,1315.0,2.0,74.0
2831,2,1141.0,2.0,42.75
2832,2,1080.0,2.0,55.0
2833,2,1200.0,2.0,60.0
2834,2,1111.0,2.0,41.88
2835,2,1022.0,2.0,45.9
2836,2,1275.0,2.0,65.0
2837,2,900.0,2.0,70.0
2838,2,1224.0,2.0,39.2
2839,2,1135.0,2.0,43.0
2840,2,1050.0,2.0,52.1
2841,3,1535.0,3.0,86.0
2842,2,1392.0,2.0,130.0
2843,2,1050.0,2.0,72.0
2844,3,1513.0,3.0,103.0
2845,3,1621.0,3.0,72.0
2846,2,892.0,2.0,39.0
2847,2,1205.0,2.0,40.0
2848,3,1355.0,3.0,83.87
2849,2,726.0,2.0,35.0
2850,3,1500.0,3.0,149.0
2851,2,1079.0,2.0,41.0
2852,2,1170.0,2.0,46.0
2853,2,1104.0,2.0,39.0
2854,2,950.0,2.0,45.0
2855,3,1650.0,2.0,52.0
2856,3,1559.0,3.0,127.0
2857,2,1100.0,2.0,38.0
2858,3,1750.0,3.0,150.0
2859,2,1215.0,2.0,45.5
2860,3,1868.0,3.0,135.0
2861,2,1130.0,2.0,32.63
2862,3,1570.0,3.0,64.5
2863,3,1691.0,3.0,98.0
2864,2,1225.0,2.0,55.0
2865,3,1690.0,3.0,112.0
2866,2,1418.0,2.0,103.0
2867,2,900.0,2.0,32.5
2868,2,908.0,2.0,26.0
2869,2,1400.0,2.0,68.0
2870,2,1092.0,2.0,44.0
2871,2,1255.0,2.0,74.0
2872,3,1500.0,2.0,100.0
2873,2,1296.0,2.0,72.0
2874,2,925.0,2.0,38.0
2875,2,1023.0,2.0,42.0
2876,2,1020.0,2.0,44.5
2877,3,1530.0,3.0,77.0
2878,3,1650.0,3.0,71.0
2879,3,1605.0,2.0,85.0
2880,2,1925.0,2.0,50.0
2881,2,1190.0,2.0,50.66
2882,3,1374.0,3.0,68.0
2883,2,1140.0,2.0,65.0
2884,3,1725.0,3.0,130.0
2885,3,1075.0,2.0,50.0
2886,3,1574.0,3.0,93.34
2887,3,1550.0,3.0,83.0
2888,2,1205.0,2.0,60.0
2889,3,1082.0,2.0,55.0
2890,3,1215.0,2.0,52.85
2891,2,1200.0,3.0,46.14
2892,3,1452.0,3.0,60.98
2893,3,1329.0,2.0,41.0
2894,2,1125.0,2.0,44.0
2895,2,1200.0,2.0,70.0
2896,3,1350.0,3.0,39.97
2897,3,1312.5,3.0,51.19
2898,3,2600.0,3.0,195.0
2899,3,1220.0,3.0,35.23
2900,2,1255.0,2.0,80.0
2901,3,1904.0,3.0,155.0
2902,2,1329.0,2.0,70.0
2903,2,1200.0,2.0,60.0
2904,3,2135.0,3.0,160.0
2905,3,3876.0,3.0,300.0
2906,2,800.0,2.0,30.0
2907,3,1500.0,3.0,70.0
2908,3,1880.0,3.0,95.0
2909,3,1440.0,2.0,55.0
2910,3,1575.0,3.0,90.0
2911,3,1630.0,2.0,97.78
2912,3,1180.0,3.0,55.0
2913,2,1090.0,2.0,36.0
2914,2,1020.0,2.0,48.45
2915,2,1097.0,2.0,33.82
2916,2,1070.0,2.0,50.0
2917,2,1000.0,2.0,58.0
2918,2,1150.0,2.0,56.0
2919,3,1900.0,4.0,145.0
2920,2,1141.0,2.0,49.0
2921,2,937.0,2.0,44.0
2922,2,1075.0,2.0,60.0
2923,2,1000.0,2.0,65.3
2924,3,1450.0,3.0,77.41
2925,2,936.0,2.0,43.0
2926,2,1280.0,2.0,75.0
2927,2,1050.0,2.0,45.0
2928,2,1350.0,2.0,86.0
2929,2,1325.0,2.0,70.0
2930,2,1174.0,2.0,59.0
2931,3,1890.0,3.0,162.0
2932,3,1304.0,3.0,80.0
2933,3,1653.0,3.0,120.0
2934,3,1075.0,2.0,52.0
2935,2,1212.0,3.0,42.0
2936,2,1100.0,2.0,50.0
2937,2,1140.0,2.0,50.0
2938,2,1200.0,2.0,100.0
2939,3,1532.0,3.0,83.0
2940,3,2776.0,4.0,195.0
2941,3,1531.0,2.0,75.0
2942,3,1270.0,2.0,50.79
2943,2,1325.0,2.0,53.0
2944,3,1156.0,2.0,44.0
2945,2,1260.0,2.0,70.0
2946,2,1934.0,2.0,90.0
2947,2,1060.0,2.0,40.0
2948,3,1476.0,3.0,95.0
2949,2,1185.0,2.0,85.0
2950,3,1265.0,2.0,82.0
2951,2,1196.0,2.0,56.81
2952,2,1280.0,2.0,69.0
2953,2,1175.0,2.0,45.0
2954,3,1850.0,3.0,98.0
2955,2,1195.0,2.0,70.0
2956,3,2000.0,3.0,185.0
2957,2,1180.0,2.0,36.5
2958,2,1050.0,2.0,49.87
2959,3,1400.0,2.0,40.44
2960,2,1030.0,2.0,77.25
2961,2,1512.0,1.0,65.01
2962,2,929.0,2.0,48.0
2963,3,1252.0,3.0,61.0
2964,3,1485.0,3.0,115.0
2965,3,1124.0,2.0,55.0
2966,3,1407.0,3.0,120.0
2967,3,1482.0,2.0,97.0
2968,2,1163.0,2.0,98.86
2969,3,1570.0,3.0,140.0
2970,3,3480.0,4.0,284.0
2971,3,2000.0,3.0,160.0
2972,2,1352.0,2.0,75.0
2973,2,1152.0,2.0,65.0
2974,3,1575.0,3.0,93.0
2975,3,1965.0,4.0,125.0
2976,3,1300.0,2.0,70.0
2977,2,957.0,2.0,47.0
2978,3,1740.0,3.0,60.0
2979,2,1060.0,2.0,35.0
2980,2,975.0,2.0,50.0
2981,2,1150.0,2.0,51.0
2982,3,1738.0,2.0,79.0
2983,3,1250.0,3.0,55.0
2984,3,1788.0,3.0,90.0
2985,2,1151.0,2.0,59.0
2986,3,1300.0,2.0,60.0
2987,2,1150.0,2.0,52.8
2988,2,1380.0,2.0,75.0
2989,3,1645.0,3.0,117.0
2990,2,1141.0,2.0,45.9
2991,2,1175.0,2.0,82.5
2992,3,1355.0,2.0,61.0
2993,2,1150.0,2.0,70.0
2994,2,1000.0,2.0,45.0
2995,2,1007.0,2.0,65.0
2996,3,1436.0,3.0,70.0
2997,3,2372.0,3.0,140.0
2998,2,1016.0,2.0,58.0
2999,2,1100.0,2.0,48.0
3000,2,1080.0,2.0,45.0
3001,2,1070.0,2.0,60.0
3002,3,1532.0,3.0,115.0
3003,2,1040.0,2.0,42.12
3004,3,3100.0,3.0,250.0
3005,2,1137.5,2.0,48.905
3006,3,1430.0,2.0,51.6
3007,2,1190.0,2.0,100.0
3008,3,1827.0,3.0,100.0
3009,2,1210.0,2.0,75.0
3010,3,1500.0,3.0,95.0
3011,2,1050.0,2.0,53.5
3012,2,1251.0,2.0,88.73
3013,3,1600.0,2.0,115.0
3014,2,1128.0,2.0,65.5
3015,3,1820.0,3.0,93.0
3016,3,2072.0,4.0,159.0
3017,3,1510.0,2.0,59.0
3018,3,1925.0,2.0,114.0
3019,3,2651.0,2.0,225.0
3020,3,2072.0,4.0,147.0
3021,2,1000.0,2.0,36.0
3022,3,1752.0,3.0,145.0
3023,2,960.0,2.0,56.0
3024,2,1180.0,2.0,63.0
3025,3,2270.0,3.0,180.0
3026,2,650.0,2.0,59.0
3027,2,1200.0,2.0,75.0
3028,3,1180.0,2.0,46.0
3029,3,1300.0,3.0,47.0
3030,2,1157.0,2.0,40.0
3031,3,1300.0,3.0,69.0
3032,3,1305.0,2.0,59.0
3033,3,2006.0,4.0,196.0
3034,2,1290.0,2.0,80.0
3035,2,1170.0,2.0,45.0
3036,2,1400.0,2.0,78.0
3037,2,1200.0,2.0,75.0
3038,3,1155.0,2.0,60.0
3039,3,1725.0,3.0,85.0
3040,2,700.0,2.0,40.0
3041,2,1112.0,2.0,88.0
3042,2,1178.0,2.0,78.0
3043,2,1274.0,2.0,81.0
3044,2,915.0,2.0,32.0
3045,3,1540.0,3.0,68.0
3046,2,1206.0,2.0,38.5
3047,3,1645.0,3.0,95.0
3048,3,1200.0,2.0,55.0
3049,2,1056.0,2.0,33.0
3050,3,1450.0,3.0,54.3
3051,2,1161.0,2.0,36.69
3052,2,1097.0,2.0,65.0
3053,2,850.0,2.0,35.0
3054,3,1715.0,3.0,115.0
3055,2,1200.0,2.0,59.0
3056,2,1080.0,2.0,38.0
3057,2,1200.0,2.0,50.3
3058,3,1400.0,2.0,78.0
3059,2,1230.0,2.0,57.0
3060,3,1640.0,3.0,88.0
3061,3,1700.0,3.0,125.0
3062,3,1478.0,2.0,44.0
3063,2,1020.0,2.0,40.79
3064,3,1275.0,2.0,95.0
3065,2,1110.0,2.0,38.85
3066,3,1627.86,3.0,88.0
3067,2,620.0,2.0,22.0
3068,2,1133.0,2.0,52.0
3069,2,1182.0,2.0,82.5
3070,3,1500.0,3.0,100.0
3071,2,1200.0,2.0,58.0
3072,2,1128.0,2.0,48.79
3073,2,1100.0,2.0,45.0
3074,2,635.0,1.0,22.0
3075,3,1874.0,4.0,130.0
3076,2,1171.0,2.0,75.0
3077,3,2020.0,3.0,85.0
3078,2,1059.0,2.0,34.5
3079,3,1315.0,2.0,59.1
3080,3,1760.0,3.0,110.0
3081,2,1200.0,2.0,125.0
3082,3,1192.0,2.0,62.0
3083,3,1645.0,3.0,121.0
3084,2,1250.0,2.0,72.0
3085,2,1340.0,2.0,77.0
3086,3,2388.0,4.0,239.0
3087,2,1369.1,2.0,104.0
3088,2,1355.0,2.0,75.0
3089,2,1150.0,2.0,65.0
3090,3,1938.0,3.0,113.0
3091,3,1636.0,3.0,85.0
3092,3,1430.0,2.0,75.0
3093,3,2000.0,3.0,85.0
3094,3,993.0,2.0,50.0
3095,3,1700.0,3.0,88.0
3096,2,1270.0,2.0,78.0
3097,3,1500.0,3.0,121.0
3098,3,1650.0,3.0,86.45
3099,2,1109.0,2.0,63.0
3100,2,1280.0,2.0,49.75
3101,3,1462.0,3.0,71.0
3102,2,930.0,2.0,25.0
3103,3,2600.0,3.0,237.0
3104,3,1418.0,3.0,52.47
3105,2,4200.0,1.0,160.0
3106,2,1125.0,2.0,65.0
3107,3,1825.0,3.0,126.0
3108,2,1320.0,2.0,79.5
3109,2,750.0,2.0,52.7
3110,3,1400.0,2.0,80.54
3111,3,1200.0,3.0,61.96
3112,2,965.0,2.0,48.0
3113,2,1100.0,2.0,43.0
3114,2,1180.0,2.0,41.0
3115,2,1145.0,2.0,48.0
3116,2,1027.0,2.0,44.0
3117,2,1215.0,2.0,49.85
3118,2,1200.0,2.0,75.0
3119,2,1015.0,2.0,58.0
3120,3,2400.0,3.0,165.0
3121,3,3300.0,4.0,160.0
3122,2,1076.0,2.0,52.0
3123,2,1300.0,2.0,109.0
3124,2,1300.0,2.0,102.0
3125,3,1512.0,3.0,123.0
3126,3,1053.4,3.0,88.91
3127,2,1153.0,2.0,65.0
3128,2,2080.0,2.0,150.0
3129,2,1255.0,2.0,69.0
3130,3,1583.0,3.0,109.0
3131,2,1505.0,2.0,90.0
3132,3,1365.0,2.0,75.08
3133,3,1200.0,3.0,95.75
3134,3,1810.0,4.0,148.0
3135,2,975.0,2.0,63.0
3136,2,1250.0,2.0,39.0
3137,3,1530.0,2.0,97.0
3138,3,1300.0,2.0,39.0
3139,2,1115.0,2.0,40.0
3140,2,1308.0,2.0,83.0
3141,2,1194.0,2.0,47.0
3142,3,1490.0,2.0,59.6
3143,3,1592.0,3.0,91.0
3144,2,1222.0,2.0,112.0
3145,2,1267.0,2.0,42.85
3146,2,1200.0,1.0,36.0
3147,3,1698.0,3.0,102.0
3148,3,1500.0,3.0,70.0
3149,2,1152.0,2.0,65.75
3150,2,900.0,2.0,42.0
3151,3,1410.0,2.0,45.12
3152,3,1419.0,2.0,73.0
3153,2,1200.0,2.0,55.0
3154,3,1800.0,3.0,65.0
3155,2,990.0,2.0,40.0
3156,2,1016.0,2.0,45.0
3157,2,1100.0,2.0,39.0
3158,2,1095.0,2.0,35.0
3159,3,2000.0,3.0,85.0
3160,2,1444.0,2.0,70.0
3161,2,1415.0,2.0,67.0
3162,3,1500.0,2.0,130.0
3163,3,1600.0,3.0,72.0
3164,2,1105.0,2.0,41.36
3165,3,1225.0,3.0,45.03
3166,3,2560.0,3.0,265.0
3167,2,1080.0,2.0,37.8
3168,3,1856.0,3.0,135.0
3169,3,1464.0,3.0,56.0
3170,2,1150.0,2.0,77.0
3171,3,2094.0,2.0,113.19
3172,3,1485.0,2.0,67.0
3173,3,2500.0,3.0,75.0
3174,2,1200.0,2.0,45.0
3175,2,1036.0,2.0,59.46
3176,2,1400.0,2.0,80.0
3177,2,1110.0,2.0,33.0
3178,2,1150.0,2.0,48.0
3179,3,1453.0,2.0,43.58
3180,3,1400.0,2.0,85.0
3181,3,1400.0,3.0,65.0
3182,3,1700.0,3.0,140.0
3183,3,1591.0,3.0,120.0
3184,3,1515.0,2.0,79.0
3185,2,975.0,2.0,24.86
3186,3,1382.0,2.0,76.18
3187,3,1533.0,3.0,150.0
3188,2,1100.0,2.0,38.0
3189,3,1500.0,2.0,120.0
3190,3,1391.0,2.0,64.5
3191,2,1160.0,2.0,42.92
3192,3,1482.0,3.0,60.98
3193,2,1405.0,2.0,84.5
3194,2,1190.0,2.0,40.0
3195,2,1174.0,2.0,78.0
3196,2,1155.0,2.0,72.0
3197,3,1411.0,3.0,93.04
3198,2,745.0,2.0,50.0
3199,2,1000.0,2.0,30.0
3200,2,923.0,2.0,50.0
3201,2,1000.0,2.0,32.0
3202,2,1276.0,2.0,45.0
3203,3,1460.0,3.0,70.0
3204,2,1355.0,2.0,95.0
3205,2,1200.0,2.0,48.0
3206,3,2200.0,4.0,105.0
3207,3,1594.0,3.0,125.0
3208,3,1790.0,3.0,105.0
3209,2,1020.0,2.0,45.0
3210,2,1037.0,2.0,36.28
3211,3,1345.0,2.0,57.0
3212,2,1070.0,2.0,43.0
3213,3,1385.0,2.0,76.18
3214,2,1207.0,2.0,79.9
3215,2,1140.0,2.0,55.5
3216,2,1220.0,2.0,68.0
3217,3,1965.0,3.0,120.0
3218,3,1760.0,2.0,115.0
3219,2,1225.0,2.0,70.0
3220,2,1075.0,2.0,52.43
3221,2,1000.0,2.0,68.0
3222,3,1891.0,3.0,109.0
3223,2,1322.0,2.0,86.0
3224,2,1045.0,2.0,36.58
3225,3,1545.0,3.0,85.0
3226,3,1996.0,3.0,135.0
3227,2,1125.0,2.0,70.0
3228,3,1560.0,3.0,115.0
3229,3,2000.0,2.0,85.0
3230,2,780.0,2.0,35.0
3231,2,1350.0,2.0,110.0
3232,3,2275.0,4.0,180.0
3233,2,1350.0,2.0,41.0
3234,3,1464.0,3.0,56.0
3235,3,1570.0,3.0,64.5
3236,3,1680.0,3.0,160.0
3237,2,1400.0,2.0,82.0
3238,2,1310.0,2.0,72.0
3239,2,1175.0,2.0,57.0
3240,3,1428.0,2.0,80.0
3241,2,1194.0,2.0,46.0
3242,2,1080.0,2.0,35.0
3243,3,1200.0,2.0,68.0
3244,2,1200.0,2.0,45.0
3245,3,1320.0,2.0,38.13
3246,3,1842.0,3.0,115.0
3247,2,1146.0,2.0,55.0
3248,2,1048.0,2.0,50.0
3249,3,1801.0,3.0,115.0
3250,2,1232.0,2.0,69.61
3251,2,1150.0,2.0,90.0
3252,3,1868.0,3.0,120.0
3253,3,1445.0,2.0,47.1
3254,3,1466.0,2.0,140.0
3255,3,1730.0,3.0,100.0
3256,3,3860.0,3.0,402.0
3257,2,1185.0,2.0,70.0
3258,3,3027.0,4.0,260.0
3259,2,1185.0,2.0,49.0
3260,2,1150.0,2.0,49.0
3261,2,1075.0,2.0,35.0
3262,3,1760.0,3.0,123.0
3263,2,1600.0,2.0,63.98
3264,2,1000.0,2.0,78.0
3265,2,1215.0,2.0,90.0
3266,3,1734.0,3.0,125.0
3267,2,1280.0,2.0,60.0
3268,2,1113.0,2.0,55.0
3269,2,1272.0,2.0,48.0
3270,3,1240.0,3.0,41.0
3271,2,1100.0,2.0,70.0
3272,2,896.0,2.0,30.13
3273,2,1200.0,2.0,35.0
3274,3,3500.0,3.0,198.0
3275,3,3600.0,3.0,150.0
3276,2,1096.0,2.0,48.0
3277,2,1094.0,2.0,44.0
3278,2,1100.0,2.0,49.0
3279,2,1145.0,2.0,40.0
3280,3,1550.0,3.0,74.5
3281,3,1830.0,4.0,82.0
3282,3,1746.0,3.0,84.95
3283,2,918.0,2.0,27.54
3284,3,1305.0,2.0,60.0
3285,2,1207.0,2.0,62.0
3286,3,1678.0,3.0,125.0
3287,2,950.0,2.0,50.0
3288,2,1070.0,2.0,55.0
3289,3,1732.46,3.0,92.0
3290,3,1639.0,2.0,40.98
3291,2,1360.0,2.0,103.0
3292,3,1656.0,3.0,150.0
3293,2,985.0,2.0,49.0
3294,3,1999.0,3.0,135.0
3295,2,1050.0,2.0,75.0
3296,3,1440.0,2.0,64.0
3297,3,1600.0,2.0,160.0
3298,2,1253.0,2.0,52.66
3299,3,1200.0,3.0,85.0
3300,3,1360.0,2.0,75.0
3301,2,1086.0,2.0,47.5
3302,3,1655.0,3.0,155.0
3303,2,1418.0,2.0,78.0
3304,2,1270.0,2.0,100.0
3305,3,1410.0,2.0,52.17
3306,2,1150.0,2.0,74.0
3307,2,600.0,3.0,45.0
3308,3,1440.0,3.0,65.8
3309,3,1200.0,2.0,108.0
3310,2,1200.0,2.0,75.0
3311,3,1410.0,2.0,50.06
3312,2,1060.0,2.0,58.0
3313,2,1200.0,2.0,45.0
3314,2,950.0,2.0,40.0
3315,3,1250.0,3.0,50.0
3316,2,1235.0,2.0,60.0
3317,2,1200.0,2.0,93.0
3318,3,1400.0,3.0,68.0
3319,3,1225.0,3.0,60.0
3320,2,1220.0,2.0,58.5
3321,3,1880.0,3.0,94.36
3322,2,1200.0,2.0,70.0
3323,3,1550.0,2.0,60.0
3324,3,1893.0,3.0,130.0
3325,3,1650.0,3.0,75.0
3326,2,1113.0,2.0,46.0
3327,3,1586.0,3.0,70.0
3328,3,4000.0,3.0,235.0
3329,3,1541.0,3.0,80.0
3330,3,1830.0,3.0,101.0
3331,2,1200.0,2.0,48.0
3332,3,1800.0,2.0,72.0
3333,2,1015.0,2.0,40.0
3334,2,1120.0,2.0,37.95
3335,3,1900.0,3.0,99.0
3336,3,1075.0,2.0,42.0
3337,2,1290.0,2.0,80.0
3338,2,1200.0,2.0,50.0
3339,2,1150.0,2.0,53.11
3340,3,1360.0,2.0,61.2
3341,2,935.0,2.0,32.73
3342,3,1730.0,3.0,140.0
3343,2,1260.0,2.0,53.0
3344,2,950.0,2.0,45.68
3345,3,1991.0,4.0,88.0
3346,2,1115.0,2.0,60.0
3347,3,1900.0,3.0,150.0
3348,2,1109.0,2.0,41.49
3349,2,1005.0,2.0,43.0
3350,2,1394.0,2.0,100.0
3351,3,2138.0,3.0,110.0
3352,3,1550.0,3.0,160.0
